Topic,Region,Country,Name,Year,TotPop1000,ToTArea,Incomes,Subregion,Domain,ITTO,COMIFAC,FOREUR,Montreal,UNECE,Forest,TSFor,TTFor,Forchange,ForPerc,PerCapFor,NatFor,Nfchange,OthWooLan,TSOthWooLan,TTOthWooLan,OthLan,LanTreCov,InWater,Landarea,ForExp,TSForExp,TTForExp, Afforest,NatForExp,Deforest,TSDeforest,TTDeforest,HumDef,Reforest,TSReforest,TTReforest,ArtRef,PrimFor,TSPrimFor,TTPrimFor,NatRegFor,TSNatRegFor,TTNatRegFor,IntroSpp,NatzedSpp,PlantFor,TSPlantFor,TTPlantFor,Pfchange,IntroSppPlant,Mangrove,TSMangrove,TTMangrove,PlantMan
1,EU,EST,Estonia,2000,1366.117,"4,523.00",H,Europe,Temp,no,no,no,no,yes,2243,3,3,37,55.643761,1.64188,2068,34,208,3,3,1788,,284,"4,239.00",2.58,3,3,1.35,1.23,0.43,3,3,0.43,25.92,1,1,5.97,48,2,1,,3,3,0,0,175,3,2,3,2,0,1,1,0
1,EU,EST,Estonia,2005,1325.112,"4,523.00",H,Europe,Temp,no,no,no,no,yes,2252,3,3,9,55.936413,1.699479,2076,8,213,3,3,1774,,284,"4,239.00",2.49,3,3,0.97,1.52,1.74,3,3,1.74,19.26,1,1,6.84,52,2,1,2024,3,3,0,0,176,3,2,1,2,0,1,1,0
1,EU,EST,Estonia,2010,1298.533,"4,523.00",H,Europe,Temp,no,no,no,no,yes,2234,3,3,-18,55.572139,1.720403,2060,-16,219,3,3,1786,,284,"4,239.00",1.41,3,3,0.46,0.95,1.58,3,3,1.58,23.77,1,1,8.01,55,2,1,2005,3,3,0,0,174,3,2,-2,2,0,1,1,0
1,EU,EST,Estonia,2015,1335.800982,"4,523.00",H,Europe,Temp,no,no,no,no,yes,2232,3,3,-2,55.591532,1.670908,2058,-2,224,3,3,1783,,284,"4,239.00",,3,3,,,,3,3,,,1,1,,58,2,1,2000,3,3,0,0,174,3,2,0,2,0,1,1,0
1,EU,EST,Estonia,9999,,,,Europe,Temp,no,no,no,no,yes,2232,3,3,,,,,,,3,3,,,,0,,3,3,,,,3,3,,,1,1,,,2,1,,3,3,,,,3,2,,,,1,1,
1,AFR,ETH,Ethiopia,1990,48042.755,"110,430.00",L,ESAfr,Trp,no,no,no,no,no,15114,2,2,,23.259107,0.314595,14623,,44650,1,1,49867,,799,"109,631.00",,2,2,,,,,,,,1,1,,0,1,1,14623,1,1,,,491,1,1,,,0,3,3,
1,AFR,ETH,Ethiopia,2000,66024.199,"110,430.00",L,ESAfr,Trp,no,no,no,no,no,13705,2,2,-1409,21.09078,0.207575,13214,-1409,44650,1,1,51276,,799,"109,631.00",,2,2,,,,,,,,1,1,,0,1,1,13214,1,1,,,491,1,1,0,,0,3,3,
1,AFR,ETH,Ethiopia,2005,76167.24,"110,430.00",L,ESAfr,Trp,no,no,no,no,no,13000,2,2,-705,20.005848,0.170677,12509,-705,44650,1,1,51981,,799,"109,631.00",,2,2,6.7,,,,,,3.3,1,1,3.3,0,1,1,12509,1,1,,,491,1,1,0,,0,3,3,
1,AFR,ETH,Ethiopia,2010,87095.281,"110,430.00",L,ESAfr,Trp,no,no,no,no,no,12296,2,2,-704,18.922454,0.141179,11785,-724,44650,1,1,52685,,799,"109,631.00",,2,2,,3,,,,,,1,1,,0,1,1,11785,1,1,,,511,1,1,20,,0,3,3,
1,AFR,ETH,Ethiopia,2015,92013.51346,"110,430.00",L,ESAfr,Trp,no,no,no,no,no,12499,2,2,203,18.114493,0.135839,11527,-258,40631,1,1,56501,,799,"109,631.00",,2,2,,,,,,,,1,1,,0,1,1,11527,1,1,,,972,1,1,461,,0,3,3,
1,AFR,ETH,Ethiopia,9999,,,,ESAfr,Trp,no,no,no,no,no,12499,2,2,,,,,,,1,1,,,,0,,2,2,,,,,,,,1,1,,,1,1,,1,1,,,,1,1,,,,3,3,
1,EU,FIN,Finland,1990,4986.705,"33,842.00",H,Europe,Bor,no,no,yes,no,yes,21875,3,3,,74.243144,4.386664,17485.3,,926,3,3,7589,183,3452,"30,390.00",6,3,3,2,3,17,3,3,17,162,3,3,126,,3,1,17485.3,3,1,0,0,4390.033,3,3,,20.952,0,3,3,0
1,EU,FIN,Finland,2000,5176.482,"33,842.00",H,Europe,Bor,no,no,yes,no,yes,22445,3,3,570,75.912335,4.335956,17492.1,6.8,823,3,3,7122,183,3452,"30,390.00",10,3,3,7,3,8,3,3,8,173,3,3,112,,3,1,17492.076,3,1,0,0,4952.678,3,3,562.65,21.559,0,3,3,0
1,EU,FIN,Finland,2005,5246.368,"33,842.00",H,Europe,Bor,no,no,yes,no,yes,22143,3,3,-302,75.627583,4.220634,16242.3,-1249.8,1111,3,3,7136,183,3452,"30,390.00",5,3,3,3,2,16,3,3,16,168,3,3,134,,3,1,16242.292,3,1,0,0,5900.865,3,3,948.19,22.082,0,3,3,0
1,EU,FIN,Finland,2010,5367.693,"33,842.00",H,Europe,Bor,no,no,yes,no,yes,22218,3,3,75,75.088715,4.139208,15442.5,-799.8,801,3,3,7371,231,3452,"30,390.00",4,3,3,3,2,22,3,3,22,140,3,3,112,230.207,3,1,15212.251,3,1,0.3,0,6775.401,3,3,874.54,28.301,0,3,3,0
1,EU,FIN,Finland,2015,5440.787309,"33,842.00",H,Europe,Bor,no,no,yes,no,yes,22218,3,3,0,75.088715,4.0836,15442.5,0,801,3,3,7371,231,3452,"30,390.00",,3,3,,,,3,3,,,3,3,,230.207,3,1,15212.251,3,1,0.3,0,6775.401,3,3,0,28.301,0,3,3,0
1,EU,FIN,Finland,9999,,,H,Europe,Bor,no,no,yes,no,yes,22218,3,3,,,,,,,3,3,,,,0,,3,3,,,,3,3,,,3,3,,,3,1,,3,1,,,,3,3,,,,3,3,
1,OCE,FJI,Fiji,1990,728.339,"1,827.00",UM,OCE,Trp,yes,no,no,no,no,952.9,2,2,,53.476626,1.308319,860.7,,45.1,2,2,829,56.9,0,"1,827.00",,2,2,1.262,,,2,2,,3.607,3,3,3.607,489.513,2,2,371.227,2,2,0,,92.16,3,3,,92.16,86.908,2,2,
1,OCE,FJI,Fiji,2000,811.647,"1,827.00",UM,OCE,Trp,yes,no,no,no,no,980.44,2,2,28,55.495557,1.207964,850.1,-10.7,60.3,2,2,786.26,61.4,0,"1,827.00",,2,2,3.081,,,2,2,,2.267,3,3,2.267,445.362,2,2,404.712,2,2,0,,130.366,3,3,38.21,130.366,100.192,2,2,
1,OCE,FJI,Fiji,2005,822.484,"1,827.00",UM,OCE,Trp,yes,no,no,no,no,997.26,2,2,17,56.725994,1.212498,843.8,-6.3,68.97,2,2,760.77,63.893,0,"1,827.00",,2,2,1.3,,,2,2,,0.044,3,3,0.044,448.402,2,2,395.422,2,2,0,,153.436,3,3,23.07,153.436,107.904,2,2,
1,OCE,FJI,Fiji,2010,860.559,"1,827.00",UM,OCE,Trp,yes,no,no,no,no,992.896,2,2,-4,56.930054,1.15378,852.3,8.5,82.936,2,2,751.167,60.258,0,"1,827.00",,2,2,1.456,,,2,2,,3.956,3,3,3.956,420.169,2,2,432.164,2,2,0,,140.564,3,3,-12.87,140.564,137.121,2,2,
1,OCE,FJI,Fiji,2015,896.2249883,"1,827.00",UM,OCE,Trp,yes,no,no,no,no,1017.195,2,2,24,58.788122,1.134977,863,10.692,96.727,2,2,713.078,63.003,0,"1,827.00",,2,2,,,,2,2,,,3,3,,411.412,2,2,451.613,2,2,0,,154.175,3,3,13.61,154.175,154.118,2,2,
1,OCE,FJI,Fiji,9999,,,,OCE,Trp,yes,no,no,no,no,1017.195,2,2,,,,,,,2,2,,,,0,,2,2,,,,2,2,,,3,3,,,2,2,,2,2,,,,3,3,,,,2,2,
1,SAM,FLK,Falkland Islands (Malvinas),1990,1.993,"1,217.00",,SAmer,Temp,no,no,no,no,no,0,1,1,,0,0,0,,0,1,1,1217,0,0,"1,217.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,,0,0,1,1,0
1,SAM,FLK,Falkland Islands (Malvinas),2000,2.881,"1,217.00",,SAmer,Temp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1217,0,0,"1,217.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,SAM,FLK,Falkland Islands (Malvinas),2005,2.957,"1,217.00",,SAmer,Temp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1217,0,0,"1,217.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,SAM,FLK,Falkland Islands (Malvinas),2010,3.017,"1,217.00",,SAmer,Temp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1217,0,0,"1,217.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,SAM,FLK,Falkland Islands (Malvinas),2015,3.017,"1,217.00",,SAmer,Temp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1217,0,0,"1,217.00",,1,1,,,,1,1,,,1,1,,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,SAM,FLK,Falkland Islands (Malvinas),9999,,,,SAmer,Temp,no,no,no,no,no,0,1,1,,,,0,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,EU,FRA,France,1990,56845.705,"54,919.00",H,Europe,Temp,no,no,yes,no,yes,14436,3,3,,27.378243,0.253951,12908,,2038,3,3,38292,311,153,"54,766.00",65.5,2,,10.7,54.8,13.8,2,,,20.8,2,,20.8,,,,12908,3,3,357,,1528,3,3,,783,0,3,3,0
1,EU,FRA,France,2000,59213.096,"54,919.00",H,Europe,Temp,no,no,yes,no,yes,15289,3,3,853,28.867868,0.258203,13703,795,1804,3,3,37673,286,153,"54,766.00",,2,,,,,2,,,,2,,,,,,13703,3,3,418,,1586,3,3,58,845,0,3,3,0
1,EU,FRA,France,2005,61444.972,"54,919.00",H,Europe,Temp,no,no,yes,no,yes,15861,3,3,572,29.438186,0.258133,13656,-47,887,3,3,38018,356,153,"54,766.00",,2,,,,,2,,,,2,,,,,,13656,3,3,599,534,2205,3,3,619,897,0,3,3,0
1,EU,FRA,France,2010,63230.866,"54,919.00",H,Europe,Temp,no,no,yes,no,yes,16424,3,3,563,30.399615,0.259747,14338,682,739,3,3,37603,348,153,"54,766.00",,2,,,,,2,,,,2,,,,,,14338,3,3,500,455,2086,3,3,-119,885,0,3,3,0
1,EU,FRA,France,2015,64473.43699,"54,919.00",H,Europe,Temp,no,no,yes,no,yes,16989,3,3,565,31.358904,0.263504,15022,684,590,3,3,37187,320,153,"54,766.00",,2,,,,,2,,,,2,,,,,,15022,3,3,401,376,1967,3,3,-119,874,0,3,3,0
1,EU,FRA,France,9999,,,H,Europe,Temp,no,no,yes,no,yes,16989,3,3,,,,,,,3,3,,,,0,,2,,,,,2,,,,2,,,,,,,3,3,,,,3,3,,,,3,3,
1,EU,FRO,Faroe Islands,1990,48.031,139.6,H,Europe,Bor,no,no,no,no,no,0.083,1,1,,0.059841,0.001728,0,,0,1,1,138.617,,0.9,138.7,0,1,1,,,0,1,1,,0,1,1,,0,1,1,0,1,1,,,0.083,1,1,,0.083,0,3,3,0
1,EU,FRO,Faroe Islands,2000,46.491,139.6,H,Europe,Bor,no,no,no,no,no,0.083,1,1,,0.059841,0.001785,0,0,0,1,1,138.617,,0.9,138.7,0,1,1,,,0,1,1,,0,1,1,,0,1,1,0,1,1,,,0.083,1,1,0,0.083,0,3,3,0
1,EU,FRO,Faroe Islands,2005,49.157,139.6,H,Europe,Bor,no,no,no,no,no,0.083,1,1,,0.059841,0.001688,0,0,0,1,1,138.617,,0.9,138.7,0,1,1,,,0,1,1,,0,1,1,,0,1,1,0,1,1,,,0.083,1,1,0,0.083,0,3,3,0
1,EU,FRO,Faroe Islands,2010,49.581,139.6,H,Europe,Bor,no,no,no,no,no,0.083,1,1,,0.059841,0.001674,0,0,0,1,1,138.617,,0.9,138.7,0,1,1,,,0,1,1,,0,1,1,,0,1,1,0,1,1,,,0.083,1,1,0,0.083,0,3,3,0
1,EU,FRO,Faroe Islands,2015,49.581,139.6,H,Europe,Bor,no,no,no,no,no,0.083,1,1,,0.059841,0.001674,0,0,0,1,1,138.617,,0.9,138.7,,1,1,,,,1,1,,,1,1,,0,1,1,0,1,1,,,0.083,1,1,0,0.083,0,3,3,0
1,EU,FRO,Faroe Islands,9999,,,H,Europe,Bor,no,no,no,no,no,0.083,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,3,3,
1,OCE,FSM,Micronesia (Federated States of),1990,96.331,70,LM,OCE,Trp,no,no,no,no,no,63.584,1,1,,91.163778,0.660058,43.3,,0,1,1,6.163,,0.253,69.7,,,,,,,,,,,,,,39.575,1,1,3.756,1,1,,,20.252,1,1,,,9.938,1,1,
1,OCE,FSM,Micronesia (Federated States of),2000,107.43,70,LM,OCE,Trp,no,no,no,no,no,63.856,1,1,,91.452796,0.594396,46.6,3.3,0,1,1,5.968,,0.176,69.8,,,,,,,,,,,,,,43.971,1,1,2.657,1,1,,,17.229,1,1,-3.02,,10.008,1,1,
1,OCE,FSM,Micronesia (Federated States of),2005,106.198,70,LM,OCE,Trp,no,no,no,no,no,63.993,1,1,,91.597841,0.602582,48.3,1.6,0,1,1,5.87,,0.137,69.9,,,,,,,,,,,,,,46.169,1,1,2.107,1,1,,,15.717,1,1,-1.51,,10.044,1,1,
1,OCE,FSM,Micronesia (Federated States of),2010,103.619,70,LM,OCE,Trp,no,no,no,no,no,64.129,1,1,,91.741295,0.618892,49.9,1.6,0,1,1,5.773,,0.098,69.9,,,,,,,,,,,,,,48.367,1,1,1.557,1,1,,,14.205,1,1,-1.51,,10.079,1,1,
1,OCE,FSM,Micronesia (Federated States of),2015,114.1019971,70,LM,OCE,Trp,no,no,no,no,no,64.265,1,1,,91.935853,0.563224,50.1,0.136,0,1,1,5.637,,0.098,69.9,,,,,,,,,,,,,,48.367,1,1,1.693,1,1,,,14.205,1,1,0,,10.114,1,1,
1,OCE,FSM,Micronesia (Federated States of),9999,,,,OCE,Trp,no,no,no,no,no,64.265,1,1,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AFR,GAB,Gabon,1990,946.703,"26,767.00",UM,WCAfr,Trp,yes,yes,no,no,no,22000,2,2,,85.380525,23.238545,21970,,0,2,2,3767,0,1000,"25,767.00",,2,2,0,,,,,,,2,2,0,20934,3,1,1036,3,1,0,0,30,3,2,,,185.8,3,3,
1,AFR,GAB,Gabon,2000,1225.527,"26,767.00",UM,WCAfr,Trp,yes,yes,no,no,no,22000,2,2,0,85.380525,17.951461,21970,0,0,2,2,3767,0,1000,"25,767.00",,2,2,0,,,,,,,2,2,0,17634,3,1,4336,3,1,0,0,30,3,2,0,,152.94,3,3,0
1,AFR,GAB,Gabon,2005,1379.465,"26,767.00",UM,WCAfr,Trp,yes,yes,no,no,no,22000,2,2,0,85.380525,15.948212,21970,0,0,2,2,3767,0,1000,"25,767.00",,2,2,0,,,,,,,2,2,0,15984,3,1,5986,3,1,0,0,30,3,2,0,,150,3,3,0
1,AFR,GAB,Gabon,2010,1556.222,"26,767.00",UM,WCAfr,Trp,yes,yes,no,no,no,22000,2,2,0,85.380525,14.136801,21970,0,0,2,2,3767,0,1000,"25,767.00",,2,2,,,,,,,,2,2,,14334,3,1,7636,3,1,0,0,30,3,2,0,,147.06,3,3,0
1,AFR,GAB,Gabon,2015,1656.640069,"26,767.00",UM,WCAfr,Trp,yes,yes,no,no,no,23000,2,2,1000,89.261458,13.883523,22970,1000,0,2,2,2767,0,1000,"25,767.00",,2,2,,,,,,,,2,2,,12804,3,1,10166,3,1,0,0,30,3,2,0,,144.12,3,3,0
1,AFR,GAB,Gabon,9999,,,,WCAfr,Trp,yes,yes,no,no,no,23000,2,2,,,,,,,2,2,,,,0,,2,2,,,,,,,,2,2,,,3,1,,3,1,,,,3,2,,,,3,3,
1,EU,GBR,U.K. of Great Britain and Northern Ireland,1990,57214.478,"24,361.00",H,Europe,Temp,no,no,yes,no,yes,2778,3,2,,11.492161,0.048554,344,,20,1,1,21395,34,168,"24,193.00",22,1,1,,,0,3,1,0,16,1,1,,0,1,1,,2,1,,,,2,,,,0,1,1,0
1,EU,GBR,U.K. of Great Britain and Northern Ireland,2000,58951.444,"24,361.00",H,Europe,Temp,no,no,yes,no,yes,2954,3,2,176,12.220246,0.050109,344,0,20,1,1,21219,28,168,"24,193.00",16,1,1,,,0,3,1,0,15,1,1,,0,1,1,,2,1,,,,2,,,,0,1,1,0
1,EU,GBR,U.K. of Great Britain and Northern Ireland,2005,60291.414,"24,361.00",H,Europe,Temp,no,no,yes,no,yes,3021,3,2,67,12.497414,0.050107,344,0,20,1,1,21152,23,168,"24,193.00",10,1,1,,,0,3,1,0,17,1,1,,0,1,1,,2,1,,,,2,,,,0,1,1,0
1,EU,GBR,U.K. of Great Britain and Northern Ireland,2010,62066.35,"24,361.00",H,Europe,Temp,no,no,yes,no,yes,3059,3,2,38,12.654615,0.049286,344,0,20,1,1,21114,24,168,"24,193.00",9,1,1,,,0,3,1,0,14,1,1,,0,1,1,344,2,1,,,2716,2,,,,0,1,1,0
1,EU,GBR,U.K. of Great Britain and Northern Ireland,2015,63909.22545,"24,361.00",H,Europe,Temp,no,no,yes,no,yes,3144,3,2,85,13.006247,0.049195,344,0,20,1,1,21029,24,168,"24,193.00",,1,1,,,,3,1,,,1,1,,0,1,1,,2,1,,,,2,,,,0,1,1,0
1,EU,GBR,U.K. of Great Britain and Northern Ireland,9999,,,H,Europe,Temp,no,no,yes,no,yes,3144,3,2,,,,,,,1,1,,,,0,,1,1,,,,3,1,,,1,1,,,1,1,,2,1,,,,2,,,,,1,1,
1,AS,GEO,Georgia,1990,5460.309,"6,970.00",LM,WCAsia,SubTrp,no,no,no,no,yes,2752.3,2,2,,40.068423,0.504056,2698.3,,80,2,2,4116.7,,21,"6,949.00",,2,2,,,,2,2,,,2,2,,500,2,2,2198.3,2,2,0,0,54,3,3,,0,0,3,3,0
1,AS,GEO,Georgia,2000,4743.591,"6,970.00",LM,WCAsia,SubTrp,no,no,no,no,yes,2760.6,2,2,8,40.143088,0.581964,2700.6,2.3,72.1,2,2,4116.3,,21,"6,949.00",8.3,2,2,0,8.3,0,2,2,0,0,2,2,0,500,2,2,2200.6,2,2,0,0,60,3,3,6,0,0,3,3,0
1,AS,GEO,Georgia,2005,4475.306,"6,970.00",LM,WCAsia,SubTrp,no,no,no,no,yes,2772.5,2,2,12,40.047089,0.619511,2712,11.4,25.9,2,2,4150.6,,21,"6,949.00",11.9,2,2,0,11.9,0,2,2,0,0,2,2,0,500,2,2,2212,2,2,0,0,60.5,3,3,0.5,0,0,3,3,0
1,AS,GEO,Georgia,2010,4388.674,"6,970.00",LM,WCAsia,SubTrp,no,no,no,no,yes,2822.4,2,2,50,40.656286,0.64311,2750.4,38.4,6.9,2,2,4119.7,,21,"6,949.00",49.9,2,2,0,49.9,0,2,2,0,0,2,2,0,500,2,2,2250.4,2,2,0,0,72,3,3,11.5,0,0,3,3,0
1,AS,GEO,Georgia,2015,4223.331841,"6,970.00",LM,WCAsia,SubTrp,no,no,no,no,yes,2822.4,2,2,0,40.656286,0.668288,2750.4,0,6.9,2,2,4119.7,,21,"6,949.00",,2,2,,,,2,2,,,2,2,,500,2,2,2250.4,2,2,0,0,72,3,3,0,0,0,3,3,0
1,AS,GEO,Georgia,9999,,,LM,WCAsia,SubTrp,no,no,no,no,yes,2822.4,2,2,,,,,,,2,2,,,,0,,2,2,,,,2,2,,,2,2,,,2,2,,2,2,,,,3,3,,,,3,3,
1,EU,GGY,Guernsey,1990,,7.8,,Europe,Temp,no,no,no,no,no,0.2,1,1,,2.564103,,0,,0,1,1,7.6,0,0,7.8,0,1,1,0,0,0,1,1,0,0,1,1,0,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,EU,GGY,Guernsey,2000,,7.8,,Europe,Temp,no,no,no,no,no,0.2,1,1,,2.564103,,0,0,0,1,1,7.6,0,0,7.8,0,1,1,0,0,0,1,1,0,0,1,1,0,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,EU,GGY,Guernsey,2005,,7.8,,Europe,Temp,no,no,no,no,no,0.2,1,1,,2.564103,,0,0,0,1,1,7.6,0,0,7.8,0,1,1,0,0,0,1,1,0,0,1,1,0,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,EU,GGY,Guernsey,2010,,7.8,,Europe,Temp,no,no,no,no,no,0.2,1,1,,2.564103,,0,0,0,1,1,7.6,0,0,7.8,0,1,1,0,0,0,1,1,0,0,1,1,0,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,EU,GGY,Guernsey,2015,,7.8,,Europe,Temp,no,no,no,no,no,0.2,1,1,,2.564103,,0,0,0,1,1,7.6,0,0,7.8,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,EU,GGY,Guernsey,9999,,,,Europe,Temp,no,no,no,no,no,0.2,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,3,3,
1,AFR,GHA,Ghana,1990,14628.693,"23,854.00",LM,WCAfr,Trp,yes,no,no,no,no,8627,2,2,,37.914213,0.589731,8577,,0,2,2,14127,,1100,"22,754.00",,2,1,,,,,,,,2,1,,395,2,2,8182,2,2,0,8182,50,3,3,,,16.8,2,2,
1,AFR,GHA,Ghana,2000,18825.034,"23,854.00",LM,WCAfr,Trp,yes,no,no,no,no,8909,2,2,282,39.153555,0.473253,8849,272,0,2,2,13845,,1100,"22,754.00",,2,1,,,,,,,,2,1,,395,2,2,8454,2,2,0,8454,60,3,3,10,,13.8,2,2,
1,AFR,GHA,Ghana,2005,21384.034,"23,854.00",LM,WCAfr,Trp,yes,no,no,no,no,9053,2,2,144,39.786411,0.423353,8893,44,0,2,2,13701,,1100,"22,754.00",28,2,1,,8,,,,,20,2,1,20,395,2,2,8498,2,2,0,8498,160,3,3,100,,12.4,2,2,
1,AFR,GHA,Ghana,2010,24262.901,"23,854.00",LM,WCAfr,Trp,yes,no,no,no,no,9195,2,2,142,40.410477,0.378974,8935,42,0,2,2,13559,,1100,"22,754.00",28,2,1,,8,,,,,20,2,1,20,395,2,2,8540,2,2,0,8540,260,3,3,100,,11,2,2,
1,AFR,GHA,Ghana,2015,27315.48342,"23,854.00",LM,WCAfr,Trp,yes,no,no,no,no,9337,2,2,142,41.034543,0.341821,9012,77,0,2,2,13417,,1100,"22,754.00",,2,1,,,,,,,,2,1,,395,2,2,8617,2,2,0,8617,325,3,3,65,,9.6,2,2,
1,AFR,GHA,Ghana,9999,,,LM,WCAfr,Trp,yes,no,no,no,no,9337,2,2,,,,,,,2,2,,,,0,,2,1,,,,,,,,2,1,,,2,2,,2,2,,,,3,3,,,,2,2,
1,EU,GIB,Gibraltar,1990,26.833,1,,Europe,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,,0,0,1,1,0
1,EU,GIB,Gibraltar,2000,27.351,1,,Europe,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,EU,GIB,Gibraltar,2005,29.08,1,,Europe,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,EU,GIB,Gibraltar,2010,29.253,1,,Europe,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,EU,GIB,Gibraltar,2015,29,1,,Europe,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0,1,1,1,0,0,1,,1,1,,,,1,1,,,1,1,,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1,EU,GIB,Gibraltar,9999,,,,Europe,SubTrp,no,no,no,no,no,0,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AFR,GIN,Guinea,1990,6020.113,"24,586.00",L,WCAfr,Trp,no,no,no,no,no,7264,1,1,,38.799274,1.206622,7204,,5850,1,1,11458,,14,"24,572.00",1.2,1,1,1.2,0,,,,,,1,1,0,63,1,1,7141,1,1,,,60,1,1,,48,250,1,1,
1,AFR,GIN,Guinea,2000,8746.128,"24,586.00",L,WCAfr,Trp,no,no,no,no,no,6904,1,1,-360,36.876402,0.789378,6832,-372,5850,1,1,11818,,14,"24,572.00",2.11,1,1,2.11,0,,,,,,1,1,0,63,1,1,6769,1,1,,,72,1,1,12,58,250,1,1,
1,AFR,GIN,Guinea,2005,9576.331,"24,586.00",L,WCAfr,Trp,no,no,no,no,no,6724,1,1,-180,35.914966,0.702148,6642,-190,5850,1,1,11998,,14,"24,572.00",2.11,1,1,2.11,0,,,,,,1,1,0,63,1,1,6579,1,1,,,82,1,1,10,66,243,1,1,
1,AFR,GIN,Guinea,2010,10876.033,"24,586.00",L,WCAfr,Trp,no,no,no,no,no,6544,1,1,-180,34.953531,0.60169,6451,-191,5850,1,1,12178,,14,"24,572.00",2.11,1,1,2.11,0,,,,,,1,1,0,63,1,1,6388,1,1,,,93,1,1,11,74,237,1,1,
1,AFR,GIN,Guinea,2015,11314.18329,"24,586.00",L,WCAfr,Trp,no,no,no,no,no,6364,1,1,-180,33.992095,0.56248,6260,-191,5850,1,1,12358,,14,"24,572.00",,1,1,,,,,,,,1,1,,63,1,1,6197,1,1,,,104,1,1,11,82,231,1,1,
1,AFR,GIN,Guinea,9999,,,,WCAfr,Trp,no,no,no,no,no,6364,1,1,,,,,,,1,1,,,,0,,1,1,,,,,,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,NCA,GLP,Guadeloupe,1990,384.979,170,,Carib,Trp,no,no,no,no,no,73.226,2,2,,47.034415,0.190208,68.8,,12.417,2,2,82.46,,1.9,168.1,2.832,2,2,,,3.906,2,2,,,1,1,,35.99,2,2,32.766,2,2,,,4.2,2,2,,4.1,5.66,2,1,
1,NCA,GLP,Guadeloupe,2000,425.436,170,,Carib,Trp,no,no,no,no,no,73.061,2,2,0,46.879652,0.171732,68.4,-0.3,12.252,2,2,82.787,,1.9,168.1,2.832,2,2,,,3.906,2,2,,,1,1,,35.99,2,2,32.436,2,2,,,4.2,2,2,0,4.1,5.66,2,1,
1,NCA,GLP,Guadeloupe,2005,443.875,170,,Carib,Trp,no,no,no,no,no,72.896,2,2,-1,46.724311,0.164226,68.1,-0.3,12.087,2,2,83.117,,1.9,168.1,0.424,2,2,,,0.903,2,2,,,1,1,,35.99,2,2,32.106,2,2,,,4.2,2,2,0,4.1,5.66,2,1,
1,NCA,GLP,Guadeloupe,2010,458.57,170,,Carib,Trp,no,no,no,no,no,71.696,2,2,0,45.896308,0.156347,67.7,-0.4,11.887,2,2,84.517,,1.9,168.1,0.424,2,2,,,0.903,2,2,,,1,1,,35.99,2,2,31.706,2,2,,,4.2,2,2,0,4.1,5.66,2,1,
